 START RECORDING...


===============          ITM =          1, TIME =  1.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  4.687500E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =          2, TIME =  2.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  4.687500E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =          3, TIME =  3.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  4.687500E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =          4, TIME =  4.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  4.687500E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.031


===============          ITM =          5, TIME =  5.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  9.375000E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =          6, TIME =  6.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  9.375000E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =          7, TIME =  7.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  9.375000E-02
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.031


===============          ITM =          8, TIME =  8.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  1.250000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =          9, TIME =  9.000000E+00          ===============
..LoopStartLocation, Current_CPUtime=  1.250000E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         10, TIME =  1.000000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.406250E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         11, TIME =  1.100000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.562500E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         12, TIME =  1.200000E+01          ===============
..LoopStartLocation, Current_CPUtime=  1.718750E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.016
..Loop_Ended_Location, CPUtime_Spent=      0.031


===============          ITM =         13, TIME =  1.300000E+01          ===============
..LoopStartLocation, Current_CPUtime=  2.031250E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         14, TIME =  1.400000E+01          ===============
..LoopStartLocation, Current_CPUtime=  2.031250E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.000


===============          ITM =         15, TIME =  1.500000E+01          ===============
..LoopStartLocation, Current_CPUtime=  2.187500E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
    ..Location= FLOW_END; CPUtime_Interval=      0.000
..Loop_Ended_Location, CPUtime_Spent=      0.016


===============          ITM =         16, TIME =  1.600000E+01          ===============
..LoopStartLocation, Current_CPUtime=  2.343750E-01
    ..Location= FLOW_BEG; CPUtime_Interval=      0.000
